label,claim
0,数字人民币和纸钞将长期并存。
0,数字人民币跟微信、支付宝没有竞争关系。
0,痛风和高尿酸的人不适合多吃螃蟹。
0,螃蟹味虽美，但每天最多吃4两。
0,痛风患者应该多饮水，不喝酒，不喝海鲜汤。
0,牙周炎患者不宜使用电动牙刷。
0,长期素食者患高血脂、脂肪肝的状况并不逊色于普通饮食者。
0,婴幼儿不宜直饮动物奶。
0,牛奶过敏可选用配方羊奶粉、骆驼奶粉。
0,羊奶更易于消化吸收是认知误区。
0,截止至2020年9月，中国研发的新冠疫苗已经有5个进入III期临床试验。
0,新冠早期症状与流感相似。
0,流感疫苗与新冠疫苗不冲突。
0,截止至2020年9月，涉外人群接种国产新冠疫苗后无一例感染。
0,在充电速度一定的前提下，开启飞行模式确实可以一定程度提高充电速度。
0,充电时间取决于充电速度和用电速度的差。
0,代餐食品的原理就是变相节食。
0,长期服用代餐食品，对人体有健康危害。
0,2020年七月暴雨高温天气与台风没来有关。
0,太阳风、等离子会影响地球天气气候。
0,中国人民银行于2019年11月发出相关通知，在河北省、浙江省、深圳市试点开展大额现金管理。
0,大额现金管理与法定数字货币研发没有关联。
0,大额现金存取要登记。
0,大额取现需要预约。
0,5220万年前化石证明蝙蝠的祖先为树栖。
0,3000多万年前就进化出回声定位技能。
0,顺丰航空2020年6月20日下午四点钟，接到长沙海关的通报，19日21：23抵达的O37182达卡至长沙航班全货机，货物中检测到新冠病毒呈阳性。
0,自2020年5月6日起，北京市高速公路计费调整导致通行费有升有降
0,中国专家会和外国专家合作追溯病毒起源。
0,2020年中国人均年收入是3万元人民币，但6亿人每个月的收入只有1000元。
0,可食用级化妆品吃不得。
0,只用纯天然提取物无法制成护肤品。
0,朝左侧睡对心脏的影响还不如跑步大。
0,鼻炎、怀孕等特殊情况建议侧卧。
0,酱油对人的肤色影响不大。
0,食物中络氨酸的含量对肤色的影响不大。
0,酱油没有合成黑色素的催化剂。
0,中国没有向教科文组织申报象棋。
0,有人假冒防疫人员入室抢劫。
0,中国支架手术已远超单纯医技范畴。
0,心脏支架被滥用了。
0,中国心脏支架还不够，医疗资源有待下沉。
0,淡水能养殖三文鱼。
0,淀粉类食物放冰箱外面食物坏得更快。
0,巧克力从冰箱拿出后尽快食用。
0,药材细菌量和是否受潮取决于包装。
0,未熟透的西红柿不适合放冰箱。
0,"黄瓜和青椒,冷藏是更合理的选择。"
0,低温后香蕉肉并没坏，只是表皮发黑。
0,"鲜荔枝与草莓, 室温下其实会坏得更快。"
0,绿叶菜中的细菌会被低温抑制。
0,吃榴莲会被冤枉酒驾。
0,量子通信不是伪科学。
0,2019年1月11日，广东省东莞市，购买商品房后，可以在认购书签订之日起两个自然日内以书面形式无理由解除本认购书和退还定金。
0,河南商丘民权县抓获诈骗团伙，诈骗团伙免费发书还可以刮奖。
0,没有国家食品特供中心这个机构。
0,福建泉港海域2018年11月4日发生碳九泄露，虽然海域清理工作已基本完成，但当地渔民们仍谈碳九色变。
0,浙江乐清脑立方宣传是花6.8万学打坐冥想。
0,锦鲤活动通过虚假丰厚奖品，骗取个人信息。
0,锦鲤活动利用假锦鲤，进行电信诈骗。
0,锦鲤活动冒充官方账号，借假活动吸粉。
0,艾滋病患者不可以献血。
0,中国籍旅客携带行李物品入境，境外获取物品总值在5000元人民币以内(含5000元)的予以免税放行。
0,2018年9月3日，马航MH370没有在柬埔寨坠落。
0,非洲猪瘟是一种典型的传猪不传人型病毒，对人体健康和食品安全不产生直接影响。
0,非洲猪瘟来源于境外。
0,男人比女人更容易练出肌肉。
0,年份在两年以上的白酒，无论品牌，凡是送检的几乎都存在塑化剂问题。
0,健康的饮食和适度的运动可以科学护脑。
0,2021年3月，新冠核酸检测增加肛拭子采样。
0,《医疗保障基金使用监督管理条例》规定，医保基金专款专用，任何组织和个人不得侵占或者挪用。
0,新冠灭活疫苗需要接种两剂次。
0,公司要求员工加班，劳动者可以拒绝。
0,员工依法享受寒暑假，其休假天数多于年休假天数的不能享有年休假。
0,员工请事假累计20天以上且单位按照规定不扣工资的不能享有年休假。
0,累计工作满10年不满20年的员工，请病假累计3个月以上的员工不能享有年休假。
0,累计工作满20年以上的员工，请病假累计4个月以上的员工不能享有年休假。
0,2021年春节，北京发布春节聚餐指南：10人以内、不超过2小时
0,2021年2月，北京市民的核酸检测纳入医保支付费用。
0,心脏早搏：没症状就不用治疗。
0,乳腺增生是正常的生理现象。
0,骨质增生是人体的自我保护。
0,疫情严峻，冷链进口的车厘子可以放心吃。
0,2021年新年春节疫情防控背景下，在中国没必要禁止出行。
0,人脸信息属于个人敏感信息。
0,戴口罩也能被人脸识别。
0,人脸信息一旦泄露就无法挽回。
0,2021年，金星上没有发现生命。
0,2020年极端低温事件在减少。
0,2020年秋冬季疫情风险加大。
0,对于失眠，褪黑素只能缓解、无法根治。
0,轻食简餐盛行，吃草并不能瘦。
0,辟谷断食悄悄流行，饿一饿不能治病抗衰。
0,花钱不能洗白不良征信。
0,2020年8月，登革热还没有疫苗或特效药。
0,冷冻冷藏海鲜和肉类作为新冠病毒传染源的可能性非常小。
0,荔枝被浸泡化学试剂来保色保鲜。
0,沙漠蝗不会在我国大规模暴发。
0,我的手机已经用上北斗。
0,网销能量石会致病。
0,出汗与卡路里消耗没啥关系。
0,脂肪永远不能转化成肌肉。
0,非洲猪瘟病毒传猪不传人，省疾控中心专家提醒市民不要信谣传谣，从正规渠道购买的猪肉可以放心吃近期。
0,2018年中国人均国民总收入达到9732美元，高于中等收入国家平均水平。
0,2019年大蒜价格高于去年，但上涨空间有限。
0,北京城已被沙尘暴困扰了800年。
0,睡眠不好也会导致肥胖。
0,大豆油含有反式脂肪。
0,蚝油开盖后冰箱0~4度冷藏，不要常温保存。
0,十九届五中全会明确实施渐进式延迟法定退休年龄，延退后养老金不会减少。
0,吃自热食品具有爆炸隐患。
0,适度打麻将可预防老年痴呆。
0,手机辐射杀精、致癌。
0,不买不吃发霉变质甘蔗。
0,低温会延长新冠病毒在环境中的存活时间。
0,黑芸豆、鹰嘴豆、小扁豆等和米饭同煮或配米饭吃均有控制餐后血糖的效果。
0,高蛋白食物配米饭吃时能降低血糖反应。
0,印度酥油、黄油、大豆油和食物同吃都有降低血糖指数的效果。
0,番茄泥、茄子、菜心、菜花、西蓝花、混合咖喱蔬菜等配合米饭都起到了降低餐后血糖反应的作用。
0,橘子吃多了容易上火。
0,长痘需要避免过度的擦洗。
0,长期忍受睡眠障碍困扰，需要去寻求专业治疗。
0,北京时间并不来源于北京。
0,饭后不要马上刷牙。
0,小孩也会得牙龈炎。
0,瘦人也会得脂肪肝。
0,人工降雪可净化空气改善环境。
0,新冠肺炎疫情发生早期，中国的应对不慢。
0,低温环境里，脂肪燃烧的会更快。
0,脂肪选择在哪里落脚跟冷热无关而是看运动量。
0,要想规避糖化伤害，需要控制血糖和防晒。
0,日摄入糖超15克有抑郁风险。
0,吃花生能软化血管。
0,仙人掌不能防辐射。
0,竹炭、绿植不能去除甲醛。
0,一旦被动物咬伤，如果没有明显的大出血情况下，应尽量避免包扎伤口。
0,油吃多了发胖，一点不吃也不好。
0,羊肉、豆腐、海鲜，受伤仍然能吃。
0,疫苗对于变异后的新冠病毒有预防效果。
0,牛奶可以空腹食用。
0,后天也会患色盲。
0,早餐别只喝白粥，营养成分很单一。
0,生病不要总喝粥，补充蛋白质是关键。
0,要注意适量喝粥。
0,喝粥尽量不放盐、糖和碱。
0,要煮营养价值高的粥，不要只煮白粥。
0,喝粥注意合理搭配，营养均衡。
0,酒精消毒会降低蔬菜的食用品质。
0,老寒腿不是穿秋裤冻出来的。
0,洗完筷子，筷子头朝上放。
0,酸奶是日常膳食摄入乳制品的重要产品类型，有利于促进人体骨骼健康。
0,含有花青素和叶绿素的食物容易发生变色。
0,食物掉色是因为清洗时导致的色素溶出。
0,不符合要求的项目不得纳入个人账户基金支付范围。
0,2021年4月，长春市在申请2021年长春国际马拉松。
0,2018年3月黑龙江玉米深加工每吨补贴150元。
0,2020年6月上海30天内禁止跨省旅游团。
0,2020年4月上海出现巨响。
0,南京曾多次调整还贷能力系数。
0,2018年9月社保卡要换新卡。
0,2018年7月电动车骑行违法，朋友圈集赞可免罚。
0,2020年5月，6月1日起后排乘客不系安全带罚20元。
0,2021年1月海南不会下雪。
0,肉松可燃，并且闻香可识肉松。
0,玉石有变化，不代表身体状况改善。
0,網傳影片原始事件為6月25日，發生於泰國呵叻府，一名摩托車騎士發現摩托車燃燒後，附近民眾用水滅火，但未澆熄，最後用滅火器才成功滅火。
0,鋰電池燃燒時，一般民眾難以取得大量水源，不建議民眾自行用水滅火。
0,手機、行動電源此類含有鋰電池的電器物品，應盡量避免放在高溫下。
0,針對國外案例指出，Delta病毒在同個空間14秒鐘傳染，目前為止，尚未有足夠的科學證據指出數秒接觸就會傳播。
0,目前已知的Delta病毒主要傳播途徑，仍為近距離接觸、飛沫傳染。
0,澳州部分官員目前提出「短暫接觸」的傳播風險，但澳洲、新加坡衛生部門，尚未將「短暫接觸」列入密切接觸之定義，而印度、英國則建議位於Delta病毒傳播區的民眾，應加強篩檢及接種疫苗。
0,傳言提及的「瑞典斯德哥爾摩索馬利亞移民確診」、「芝加哥72％黑人確診」為2020年3、4月的過時資訊，且與社會經濟因素有關，並不完全與維生素D有關。
0,目前沒有直接的證據證明補充維生素D可以預防感染新冠病毒。
0,引發疫情的原因很多，就全球疫情的數據來看，並未觀察到各地疫情因人種、日照而有不同。
0,美國CDC最新的COVID-19治療指引指出，「在預防或治療COVID-19上，沒有足夠的數據來推薦或反對使用維生素D」。
0,科學界普遍不支持抽菸抗新冠肺炎這樣的說法。
0,飛沫與接觸感染是新冠肺炎的主要途徑，抽菸會摘下口罩並增加手與口鼻接觸，容易散播和吸入飛沫；若抽菸者已染疫，其病毒會隨抽菸或電子煙造成的懸浮微粒而飄散得更遠。
0,按壓手指後觀察指甲甲床是否迅速變回正常的粉紅色，是用於測量微血管回充的時間，與血壓、血液循環相關，不建議用來評估血氧量。
0,觀察指甲甲床、嘴唇和眼瞼顏色顏色是否正常，可初步評估是否血氧量不足。
0,高風險者要以醫療等級的血氧機，密切監控血氧，注意手指不能塗指甲油。
0,外相茂木敏充並未提及「台灣政府沒想要很多，只要六月擋一下就好」。
0,美國食品藥物管理局（FDA）對於COVID-19疫苗的緊急使用授權審查，必須基於第三期臨床試驗或是此類試驗的中期分析。
0,二期的安全相關數據，也需提供第三期試驗中，過半受試者完成接種後，至少兩個月的追蹤數據，且第三期試驗者，至少需在3000名受試者以上。
0,輝瑞、莫德納疫苗在完成二期試驗之後，正在進行三期試驗時，以三期試驗報告取得美國FDA的緊急使用授權。
0,藥理學上，人服用抗發炎藥物，可能會減弱免疫反應，但實際上對疫苗的效果有多大的影響，目前並沒有足夠的科學證據能說明。
0,紙鈔、錢幣跟其它物品一樣，都可能成為傳染途逕，可以消毒。
0,目前傳統市場的最大風險為人擠人，且未戴好口罩，因此，建議民眾分流上市場，一次多買，且減少去市場的次數。
0,網傳文件並非假公文，而是尚未公告的孩童家庭防疫補貼方案規劃內容，行政院等相關部會仍在研擬中，具體辦法預計於6月3日正式公告，6月15日開放請領。
0,教育部6月3日公布具體請領方案，符合資格之孩童監護人，免提佐證資料，持孩童的健保卡及監護人的金融卡，可透過行政院孩童家庭防疫補貼網或ATM領取現金1萬元，預定自6月15日起開放請領。
0,影片中的急診室戶外病床，其設置功能為該院為進行感染管控，在戶外設置的急診室分流區，病患於空氣流通處等候核酸檢測，確認核酸檢測陰性，方安排收治住院。
0,雙北市目前醫療量確實仍舊緊繃，雙北市民赴急診時，目前必須在戶外等候核酸檢測結果為陰性，並等候安排病床，等候時間確實比會比平日更久，民眾需有耐心。
0,首批進入台灣的15萬劑莫德納疫苗（Moderna）共有兩個藥品批號，分別是批號3002544、批號3002615，是美國莫德納公司授權西班牙馬德里廠商製造分裝，由盧森堡運至台灣。
0,美國莫德納網站，是提供在美國施打的莫德納疫苗查詢，故台灣取得的莫德納疫苗，不適用此網站。
0,美國莫德納官網說明，在美國施打的莫德納疫苗，瓶身和紙盒包裝都會有QRcode，不會印上有效日期，要透過掃描QRcode，用lot（批號）號碼，查詢該藥品的有效日期。
0,美國莫德納公司官網說明，其與西班牙藥廠ROVI在2020年7月簽訂合約，以生產與包裝莫德納COVID-19疫苗（mRNA-1273），提供美國以外的國家。
0,台北市第一殯儀館近日確有增設冷凍貨櫃，是因2021年5月15日起升級第三級疫情警戒，民眾僅能舉辦家祭、停辦公祭，部分民眾傾向緩辦告別式，一殯為此增設冷凍貨櫃，增加存放量能。
0,新冠肺炎亡者依照中央流行疫情指揮中心指引，大體將直接火化，不會再存放於冰櫃。
0,2021年5月，印度北方邦、比哈爾邦的恆河河岸確實有大量屍體流入河中，當地政府已經進行處理，包括撈回屍體安排火化、設置警力巡邏河岸等工作。
0,台灣和印度距離遠，台灣的漁獲來自印度占比極小，而且海鮮食品經過煮熟，病毒、細菌都被殺死，不會有食安疑慮，民眾不用過度恐慌。
0,台灣2021年1月至4月期間，自印度和斯里蘭卡進口的水產佔水產總進口量各為0.15%和0.3%，占比極低。
0,酒精會破壞口罩的防潑水層和帶有靜電的熔噴層，使口罩的靜電過濾吸附能力下降，建議民眾不要用酒精消毒口罩。
0,酒精會暫時改變口罩外層化學結構，導致防潑水能力下降。
0,美國CDC於2021年4月6日更新的口罩防疫指引，確實有提到雙層口罩之建議，其中，雙層口罩為內層為外科醫用口罩，外層為布料口罩。
0,配戴雙層口罩時，布料口罩需完全包覆外科醫用口罩，才能提高密合度，否則反而造成更大洩漏風險。
0,民眾在通風良好環境，配戴一層外科醫用口罩，再搭配保持社交距離、勤洗手等措施，就能得到很好的防護效果。
0,美國CDC的口罩指引，指出兩種錯誤戴法，一是戴兩層外科口罩，因為無法增加密合度，是無效作法；二是戴N95時，要單獨配戴，不能再多戴其他口罩。
0,目前狗、貓、其他貓科動物、貂等動物都有被COVID-19病毒感染的紀錄。
0,根據目前科學證據，犬貓即使感染到COVID-19病毒，由於動物體內的病毒量低，無法透過飛沫傳染途徑傳染給人類。
0,在疫情期間，民眾對待寵物的防疫心態，應與人相同。
0,傳言描述的事件引述自中國2014年地方媒體報導，但原始報導並未提及汞中毒的家庭成員死亡。
0,水銀具有毒性，若打破水銀體溫計，未能適當處理，水銀揮發，室內溫度高又不通風，確實可能導致民眾汞中毒。
0,台灣已禁止販售與輸入水銀體溫計，以及含汞的氣壓計、濕度計、壓力計、溫度計等。
0,插頭縫隙間如積累灰塵、濕氣，確實容易發生積污導電而引起火災。
0,高功率電器會將電能轉成熱能，如冷氣、烤箱、電鍋、電暖器、除濕機等，建議使用時才將插頭插上，用畢即拔掉。
0,當電線因擠壓、摩擦等，導致電線內的絕緣體受損，有可能造成短路走火。
0,傳言引述國小教師教小學生保險套的新聞畫面，來自2017年3月的新聞談話性節目。
0,傳言引述此課綱文件中的學習正確使用保險套段落，屬於附錄二的性別平等教育融入國中健康與體育學習領域教學示例。
0,丹麥政府仍同意歐盟對AZ疫苗之評估，同意施打AZ疫苗的整體助益仍高於副作用風險，且仍視AZ為核准疫苗。
0,丹麥政府衡量國內疫情已受控制、擁有充裕的其他疫苗，以及下階段施打對象為年輕族群等因素，而不使用AZ疫苗。
0,丹麥衛生局指出，若疫情情勢改變，不排除重新使用AZ疫苗。
0,丹麥在2021年6月，由於莫德納等疫苗延遲交貨，政壇討論要重新啟用AZ疫苗和嬌生，丹麥衛生局仍在重新檢視這兩種疫苗的最新檢驗數據。
0,各國疫苗政策要回歸到各國的防疫狀況與疫苗供應情況來綜合考量，丹麥與台灣的情況不同，兩者不能直接類比。
0,多家銀行有提供以信用卡購買公共運輸工具全額票款，附贈旅遊平安險的服務。
0,部分傳言附上的旅遊平安險整理圖表，來自一家保險分析網站2018年之整理資料，並非最新資訊。
0,接觸銀膠菊可能造成接觸性皮膚炎，嚴重可能會皮膚潰爛。
0,銀膠菊的花粉確實易誘發過敏性鼻炎或氣喘。
0,國外曾有牛羊食用銀膠菊後產生肝腎病變的案例。
0,若要長時間接觸銀膠菊，可以戴口罩、著長袖衣物和手套。
0,常做深呼吸，能刺激副交感神經，讓肌肉、心情放鬆，進而可能讓血壓穩定。
0,民眾可把深呼吸作為生活良好習慣。
0,從烹調上，在豬肉上倒可樂會增加豬肉的保水性，讓豬肉吃起來更多汁。
0,網傳影片的手勢暗語，是由加拿大婦女基金會發起的家暴求助暗號。
0,此手勢暗號是單一團體的倡議，尚未全球通行，台灣也尚未有類似的倡議活動。
0,疫情期間，許多社會採取封城隔離政策，家暴協助組織觀察到家暴案件有增加。
0,此圖文所敘述的情境，為國外網友自發的活動，台灣目前並未有此類倡議活動。
0,以聾人、聽障者或聽損者，取代聾啞人士，以示尊重。
0,以中醫觀點來說，白天需要養氣，晚上需要養陰。
0,以現今生活型態，民眾只要把握穩定運動的習慣，早上或晚上運動影響不大。
0,冬天氣溫較低，若太陽尚未升起就出門，室內外溫差大，引發造成血管收縮，心血管患者要特別注意。
0,一般疫苗施打的機制為，讓人體產生中和抗體消滅病毒，減少病毒引發的重症、死亡。
0,現今研發的新冠疫苗保護力皆有相應的臨床報告。
0,目前科學家皆提倡要提升新冠疫苗的接種率。
0,學術研究指出，在人類乳癌細胞中發現Parabens成分。
0,歐盟與美國等主管機構，都設有對Parabens於外用產品的使用劑量與規範，但尚未完全禁止產品使用此成分。
0,根據台灣食藥署化妝品及外用產品防腐劑規定，Parabens類的防腐劑，依成分比例不同，而有不同濃度規定，且不得使⽤於三歲以下孩童尿布部位之非立即沖洗產品。
0,民眾皮膚若發炎受損，或是對Parabens成分過敏，盡量避免使用含Parabens的沐浴產品或化妝品。
0,蛇若是從外部管線進入馬桶，沖水是可行作法。
0,疫苗是以去活化或減毒病毒，進入人體後，刺激人體的免疫系統，但有些人可能會有出現發炎反應與其他不適症狀。
0,國內外流感疫苗尚無出現ADE反應（抗體依賴性免疫加強反應）的案例。
0,疫苗施打後，並不會讓免疫力變更弱，也不會讓病毒或細菌更容易感染。
0,車頂上的輔助警示燈僅是提醒民眾前方有事故，要減速及注意路況，避免二次追撞，但並沒有強制規定民眾要開啟雙黃燈。
0,央行表示，以紙鈔印刷過程來看，從國外進口空白紙鈔時，就有條狀箔膜，壹仟圓字體是後來印製在上面，因此，圓字應不會被右側條狀箔膜完全擋住。
0,不建議用圓字是否被條狀箔膜遮擋，作為真假鈔的唯一辨識方法。
0,央行及郵幣社業者建議，辨識新台幣真偽的方式宜把握看一看、摸一摸、轉一轉口訣。
0,使用含有可燃成分的消毒殺菌產品時，要遠離火源，使用後最好等待一段時間再靠近火源，以確保安全。
0,海鳥被口罩纏住的案例發生於英國，英國動保團體確實建議民眾剪斷口罩耳掛來避免野生動物被口罩纏住。
0,台灣尚未發生廢棄口罩纏住海鳥的案例，但有必要關注此議題。
0,108課綱在國高中歷史科，是以專章形式呈現政治、社會制度及文化變遷，並非以編年史的觀點呈現中國朝代更迭或聚焦特定歷史人物。
0,商周到隋唐只剩短短四頁的章節，是國中二年級上學期的單元商周至隨唐的國家與社會，其著重於商周到隋唐時代的政治制度變化。
0,影片中的犯罪手法，是在ATM的插卡處、輸入密碼處裝設竊錄裝置，取得提款卡的磁條資料和密碼，再製造偽卡來盜取被害人的銀行存款。
0,目前台灣提款卡已晶片化，晶片無法透過機器側錄，因此這種犯罪手法現在在台灣發生的機率非常低。
0,支付命令過去曾淪為詐騙手法；但傳言描述的南華大學林光瀅教授，並無其人。
0,支付命令核發後，20天內未提出異議，債權人可聲請強制執行的作法，過去曾有詐騙集團利用此方法詐財；為避免此情形，2015年立法院修正《民事訴訟法》第521條，債務人若未在20日內異議，仍可向法院提起「確認債權不存在」訴訟。
0,氣切手術並不是專門屬於COVID-19的手術；通常是經醫生評估，長期需要呼吸照護的病患，才會進行氣切手術。
0,目前醫院有設立患者分流機制，發燒患者會到通風良好的戶外篩檢站接受評估，經醫師診斷，判斷是否收治住院。
0,醫院設有感染防控規劃，以降低交叉感染風險。
0,若有服藥需求或相關疑慮，可詢問醫師。
0,此訊息為一位退休老師在社群平台的貼文，他建議以漂白水、水和白醋，來調製次氯酸水。
0,"吃熱食,避開生凉食物,多吃蔬菜8.,保持腸胃顺暢、多喝溫水、適當的運動等，跟保持健康，提升免疫力有關，不單是為了預防COVID-19病毒。"
0,暫停戴首飾、接觸錢幣要洗手，剛拿進來的錢弊，先單獨放在塑膠袋中，一天後才拿出來等，與預防COVID-19較不相關。
0,正確方式的洗手(特別重要)的建議，是正確的衛生習慣。
0,避免戴隱形眼鏡，新冠病毒是否透過眼結膜傳染，中國有此說法。
0,單純吊在戶外吹風無法消滅病毒，擔心衣服沾染病毒建議直接拿去洗。
0,電話筒上有飛沫，因此消毒是需要的，而使用完勤洗手更為重要。
0,歐盟議會於2020年1月15日通過《歐洲綠色政綱》，並未將核能列為綠能，也未將去核明列條文。
0,歐盟將依據〈歐盟永續投資分類指引系統技術報告〉，回歸到科技中立，回到個案審查，但技術專業小組認為核能並不符合不造成顯著傷害原則。
0,海牙常設仲裁法院並無連署達到一定門檻即回應或立案等相關規定。
0,根據仲裁規定，必須有國際條約為依據，或當事人雙方同意，才能以仲裁解決爭議。
0,德國聯邦政府和環保部重申，非核家園擁有社會廣大共識，目前並無計劃要改變廢核政策。
0,德國聯邦政府仍將按照計畫，所有核電廠最遲於2022年除役。
0,投票時的服裝規定，任何人在投票所四周30公尺內，不得有喧嚷、干擾或勸誘他人投票或不投票之行為，例如藉由其所穿戴之服飾穿插候選人姓名、政黨名稱、標語、旗幟、看板、號次等相關之影像、聲音及文字等。
0,穿著單純的國旗裝，而無任何候選人之標示，並不違法。
0,60公斤成人每天食用5公克左右蠶粉，有助於預防失智症發生。
0,南韓研究團隊表示弘蠶為營養補充品，屬於食品，而非藥品，不須經人體實驗，人體攝取量為套用公式計算之結果。
0,目前台灣治療阿茲海默症的藥品主要有兩類，分別為：乙醯膽鹼酶抑制劑、Memantine麩氨酸NMDA受體之拮抗劑，上述藥品才能宣稱治療阿茲海默症。
0,一些膝關節或腰椎有問題的民眾，可以透過影片示範的運動來做復健，建議要緩慢漸進地做。
0,此運動無法治療嚴重退化性關節炎、急性發炎，患者還是需要尋求專業治療。
0,微信不具有自動連結Facebook的技術。
0,使用者註冊微信時，若選擇以Facebook資料登入，未重填資料，微信的已啟用功能會出現Facebook應用程式（App），即傳言所稱的微信綁定Facebook。
0,以Facebook資料登入微信，微信公司能獲知該Facebook帳號，若微信密碼又與Facebook密碼相同，Facebook帳號恐有被監控或盜用風險。
0,台灣手搖飲品牌被中國網友點名為台獨，卻又同時被台灣網友點名為舔中，台灣手搖飲品牌，在兩岸三地的政治情勢中，確實陷入進退失據的困境。
0,台灣手搖飲品牌九成以上是自願加盟體系，消費者發起抵制，直接受到衝擊的是加盟店的小創業主，然加盟店主無法干預總部的政治表態。
0,總部和加盟店主若未在加盟契約事先約定加盟店不能單獨發布政治聲明，總部不能因加盟店的政治表態，而片面終止契約。
0,兩岸政治已成為連鎖加盟產業必須正視的經營風險，在經營策略和擬定契約時，有必要納入契約，避免日後的爭議。
0,地科學界確實有颱風引發慢地震的研究。
0,新台幣改版需要500億元最早出自前央行總裁彭淮南2017年3月2日至立法院備詢時的回應。
0,目前僅有1元、5元、部分的10元硬幣，及200元鈔票，使用蔣介石肖像。
0,新台幣改版並非只有一種理由和一種做法，新台幣改版費用，會依照所選擇之更新方式、更新範圍之不同，有不同計算結果。
0,芒果果皮有黑斑，可能是炭疽病或黑斑病，若只在果皮不會影響食用。
0,恶性高热是一种常染色体显性遗传疾病，致死率极高，但发病率低，总体来看是一个小概率事件。
0,红薯叶是一种很优秀的蔬菜
0,快速起步更费油
0,猛踩刹车会更费油
0,近视激光手术相对安全
0,近视激光手术有风险，但可以做。
0,黄体破裂隶属于卵巢破裂。在妇科急腹症中，卵巢破裂的发生率仅为3%。黄体破裂的发生率远远低于异位妊娠（宫外孕）。
0,醉酒后误吸自己的呕吐物，堵塞气管会导致死亡。
0,学习以下的兩個步驟，不用 1 分鐘就能讓你免除贷款、借钱或色情廣告訊息的侵害！第一招：設定隱私。第二招：避開不明陌生人加好友。
0,518國際博物館日免費入場
0,黑木耳泡水時間太長將可能產生細菌毒素，烹調食用確實有中毒風險
0,2019/4/29到2019/5/12全家和7-11電池回收消費折抵加碼開跑
0,網路報稅也要小心駭客釣魚詐騙
0,傳北投出現麻疹病患，民眾出入醫院要戴口罩
0,用微波爐加熱清水會突然變氣態爆炸
0,教你開啟手機災防告警訊息
0,iPhone點不進群組、閃退
0,2019年4月18警察全面換裝
0,手機充電接口隱藏神奇用處，能做到電力分享、資料擴充、外接鍵盤滑鼠等功能
0,事實上以目前的植牙治療技術算是很安全的手術。
0,德國並賣鈣片，甚至還有各類組合型發泡錠產品，台灣還有代購。
0,醫師表示心血管鈣化或硬化，與患者身體狀況和病史有關，與鈣片無關，不會增加心血管疾病風險，澳洲學者研究也表示鈣質與心血管疾病無關。
0,只要一個人觀看一線曙光影片，台哥大就捐給協會$1元幫助視障的孩子。
0,"陳先生贊助30台蘋果電腦,留言抽MacBook。"
0,醫師表示沒必要特別多吃，吃多變胖反而對心臟不好，另外糖尿病患者、胃食道逆流症狀、腎功能不佳者盡量別碰。
0,免費貼圖下載，盜用形象行銷詐騙愈來愈多。
0,嘴破請避免酸性食物，否則刺激黏膜導致疼痛可能造成反效果。
0,喝金針菇茶有食物中毒案例且效果有限，務必煮熟。
